ep1,econviol,emotvio,physvio,sexvio,sexphys,typevio,physcur,sexcur,emotcur,sexphcur,npsexvio,npsexviocur,npatmpsexvio,npatmpsexcur,nptouching,nptouchingcur,npsexabuse,npsexabusecur,w_religion,earlymarriage,justify,CONTROLLING,CONTROL,CONTROLNUM,anyIPV,diffage,sumdiffage,p_employ,EP3,ageyr5,ageyr10,EM,sQ601a,sQ601b,sQ601c,sQ601d,sQ601e,sQ601f,tQ602a,tQ602b,tQ602c,tQ602d,sQ607a,sQ607b,sQ607c,sQ607d,sQ607e,EP2,FCMAR,edresp,employstatus,SourceIncome,ETHNICITY,Fam_support,mcv1006,mcv1006a,mcv1006b,Q501R,agepartner,edpart,men_alcohol_all,mcv1008,mcv1009,Q513R,Q515R,Q516R,Q702,Q702R,eQ703a,eQ703b,eQ703c,eQ703d,eQ703e,eQ703f,eQ703g,eQ703h,country,weighing,rQ701a,rQ701b,rQ701c,rQ701d,HighIncome,Island,Governance,HDI,LAWDV,Governance1,HDI1,LAWDV1
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,yes,yes,1,1,no,-2,Woman is older,yes,currently married,60-64,55-64,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,currently partnered,yes,no/primary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,no,no,no,59,55-64,secondary,no,no,no,no,no,no,sometimes,sometimes,yes,no,no,no,no,no,no,no,Suriname,102.915564642841,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,yes,yes,2,2,no,3,Partner at most 3 years older,yes,currently married,25-29,25-34,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,currently partnered,no,secondary,Working,Equal share self and partner,East Indian,yes,yes,no,no,30,25-34,secondary,no,yes,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,yes,no,no,no,yes,Suriname,51.4577823214207,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,no,0,none,no,8,Partner 4 to 8 years older,yes,currently married,35-39,35-44,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,no,no,no,43,35-44,no/primary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Suriname,51.4577823214207,no,no,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,yes,1,1,yes,1,Partner at most 3 years older,yes,"living with man, not married",30-34,25-34,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Housework/work as unpaid family member,Support from partner/husband,Indigenous/other,yes,no,no,yes,31,25-34,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,yes,no,Suriname,51.4577823214207,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,no,no,no,no violence,no,no,yes,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,no,0,none,yes,2,Partner at most 3 years older,yes,"living with man, not married",30-34,25-34,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Working,Support from partner/husband,Indigenous/other,yes,no,no,no,35,35-44,secondary,no,no,no,yes,yes,no,frequently,frequently,no,no,no,no,no,no,no,no,Suriname,51.4577823214207,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,no,0,none,no,0,Partner at most 3 years older,yes,currently married,25-29,25-34,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Not working,Support from partner/husband,East Indian,yes,no,no,no,28,25-34,secondary,no,no,no,no,no,no,0,rarely/never/NA,no,no,no,no,no,no,no,no,Suriname,154.373346964262,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,yes,yes,yes,yes,yes,both,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,Not christian,18 or younger,no,yes,7,3+,yes,7,Partner 4 to 8 years older,yes,currently married,30-34,25-34,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,yes,secondary,Working,Equal share self and partner,East Indian,no,yes,yes,yes,39,35-44,secondary,yes,no,no,yes,yes,no,frequently,frequently,yes,yes,yes,yes,yes,yes,yes,no,Suriname,51.4577823214207,no,no,no,no,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,yes,yes,yes,both,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,yes,no,0,none,yes,5,Partner 4 to 8 years older,yes,currently married,45-49,45-54,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,East Indian,no,yes,no,no,51,45-54,no/primary,no,yes,yes,yes,no,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Suriname,51.4577823214207,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,yes,yes,no,no,no,no violence,no,no,yes,no,no,no,no,no,no,no,no,no,Not christian,19 or older,yes,yes,2,2,yes,3,Partner at most 3 years older,yes,currently married,20-24,15-24,yes,no,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,No income/pension/social services/other,East Indian,yes,no,no,yes,23,15-24,no/primary,yes,no,no,no,no,no,sometimes,sometimes,no,no,no,yes,no,no,no,yes,Suriname,348.084660400066,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,no,0,none,no,5,Partner 4 to 8 years older,yes,currently married,40-44,35-44,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,no,no,no,47,45-54,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Suriname,174.042330200033,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,3,Partner at most 3 years older,yes,currently married,35-39,35-44,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,yes,higher/tech/vocational,Housework/work as unpaid family member,Support from partner/husband,Indigenous/other,yes,no,yes,no,39,35-44,higher/tech/vocational,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Suriname,93.417305700168,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,yes,yes,yes,both,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,no,0,none,yes,21, Partner at least 9 years older,yes,currently no partner,35-39,35-44,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,formerly partnered,not married/cohabitated,secondary,Housework/work as unpaid family member,No income/pension/social services/other,Indigenous/other,yes,no,no,no,58,55-64,no/primary,no,no,no,no,yes,yes,0,rarely/never/NA,no,no,no,no,no,no,no,no,Suriname,93.417305700168,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,no,no,no,no violence,no,no,yes,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,yes,1,1,yes,2,Partner at most 3 years older,yes,"living with man, not married",25-29,25-34,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Housework/work as unpaid family member,Support from partner/husband,African,yes,no,no,no,29,25-34,secondary,no,no,no,yes,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,no,no,no,no,Suriname,93.417305700168,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,yes,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,yes,14, Partner at least 9 years older,yes,currently married,50-54,45-54,yes,no,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,currently partnered,yes,secondary,Working,Equal share self and partner,African,yes,yes,no,no,65,65 and +,secondary,no,yes,yes,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Suriname,93.417305700168,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,yes,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,yes,2,2,yes,2,Partner at most 3 years older,yes,"living with man, not married",30-34,25-34,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Working,Equal share self and partner,African,yes,no,no,no,36,35-44,secondary,no,yes,no,no,no,no,sometimes,sometimes,no,no,yes,no,no,no,yes,no,Suriname,93.417305700168,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,yes,no,yes,physical only,no,no,yes,no,no,no,no,no,yes,no,yes,no,Not christian,not married/cohabitated,no,no,0,none,yes,-4,Woman is older,yes,currently no partner,30-34,25-34,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,formerly partnered,not married/cohabitated,secondary,Working,Income from own work,African,yes,yes,no,yes,29,25-34,higher/tech/vocational,yes,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Suriname,93.417305700168,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,11, Partner at least 9 years older,no,currently married,60-64,55-64,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,currently partnered,no,no/primary,Not working,No income/pension/social services/other,African,yes,no,no,no,75,65 and +,no/primary,no,no,yes,no,yes,yes,sometimes,sometimes,no,no,no,no,no,no,no,no,Suriname,557.110455778888,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,no,0,none,no,5,Partner 4 to 8 years older,no,currently no partner,35-39,35-44,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,formerly partnered,not married/cohabitated,secondary,Working,Support from relatives/friends,Indigenous/other,yes,no,no,no,42,35-44,no/primary,yes,no,no,yes,no,no,frequently,frequently,no,no,no,no,no,no,no,no,Suriname,222.844182311555,no,no,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,yes,no,yes,physical only,yes,no,yes,yes,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,yes,3,3+,yes,8,Partner 4 to 8 years older,yes,"living with man, not married",30-34,25-34,no,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Not working,Support from relatives/friends,African,no,yes,no,no,38,35-44,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,yes,no,no,yes,Suriname,222.844182311555,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,yes,1,1,yes,2,Partner at most 3 years older,yes,"living with man, not married",35-39,35-44,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Working,Equal share self and partner,African,no,yes,no,yes,40,35-44,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,no,no,no,no,Suriname,111.422091155778,no,no,no,no,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,yes,yes,yes,both,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,Not christian,not married/cohabitated,no,yes,3,3+,yes,2,Partner at most 3 years older,yes,"living with man, not married",20-24,15-24,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Working,Support from partner/husband,East Indian,yes,no,no,yes,23,15-24,no/primary,no,no,yes,yes,no,no,sometimes,sometimes,no,no,yes,no,no,yes,yes,no,Suriname,349.874668213355,no,yes,no,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,yes,yes,yes,yes,yes,both,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,yes,1,1,yes,19, Partner at least 9 years older,no,currently married,50-54,45-54,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Not working,Support from partner/husband,East Indian,no,yes,no,yes,72,65 and +,higher/tech/vocational,no,no,no,no,yes,yes,sometimes,sometimes,no,no,no,no,no,no,yes,no,Suriname,87.4686670533386,no,no,yes,no,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,yes,yes,1,1,no,13, Partner at least 9 years older,yes,currently married,35-39,35-44,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,currently partnered,no,secondary,Working,Equal share self and partner,East Indian,yes,no,no,no,52,45-54,higher/tech/vocational,no,no,yes,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,no,no,no,no,Suriname,174.937334106677,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,18 or younger,no,no,0,none,yes,5,Partner 4 to 8 years older,yes,currently married,30-34,25-34,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,yes,no,no,38,35-44,secondary,no,yes,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Suriname,174.937334106677,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,yes,1,1,no,17, Partner at least 9 years older,yes,currently married,40-44,35-44,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,no,no,no,57,55-64,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,yes,no,no,no,no,no,no,no,Suriname,77.5899789567637,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,18 or younger,no,yes,2,2,no,6,Partner 4 to 8 years older,yes,currently married,30-34,25-34,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,currently partnered,no,no/primary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,yes,no,no,38,35-44,no/primary,no,yes,no,no,no,no,0,rarely/never/NA,no,no,no,yes,no,no,yes,no,Suriname,155.179957913527,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,yes,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,no,0,none,yes,2,Partner at most 3 years older,yes,currently married,45-49,45-54,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,no,no,no,48,45-54,secondary,no,yes,no,no,no,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Suriname,155.179957913527,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,yes,yes,sexual only,no,yes,no,yes,yes,no,no,no,no,no,yes,no,Not christian,19 or older,no,yes,2,2,yes,7,Partner 4 to 8 years older,yes,currently married,40-44,35-44,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,currently partnered,no,no/primary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,yes,no,no,47,45-54,secondary,no,yes,no,no,no,no,frequently,frequently,no,no,no,yes,no,no,yes,no,Suriname,77.5899789567637,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,yes,1,1,no,5,Partner 4 to 8 years older,yes,"living with man, not married",25-29,25-34,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,higher/tech/vocational,Working,Income from own work,African,yes,no,no,no,34,25-34,secondary,no,no,no,no,no,no,frequently,frequently,no,no,no,yes,no,no,no,no,Suriname,77.5899789567637,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,yes,yes,sexual only,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,yes,yes,4,3+,yes,2,Partner at most 3 years older,yes,currently married,55-59,55-64,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,East Indian,yes,no,no,no,57,55-64,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,yes,yes,yes,yes,no,no,no,no,Suriname,77.5899789567637,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,no,0,none,no,12, Partner at least 9 years older,yes,currently married,35-39,35-44,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Working,Equal share self and partner,East Indian,yes,yes,no,no,50,45-54,secondary,no,yes,no,no,no,no,0,rarely/never/NA,no,no,no,no,no,no,no,no,Suriname,77.5899789567637,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,18 or younger,no,yes,3,3+,yes,3,Partner at most 3 years older,no,currently married,60-64,55-64,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,currently partnered,no,no/primary,Housework/work as unpaid family member,No income/pension/social services/other,East Indian,yes,yes,no,no,65,65 and +,no/primary,yes,no,yes,no,no,no,frequently,frequently,no,yes,no,no,yes,no,yes,no,Suriname,119.070734213325,no,yes,no,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,yes,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,yes,yes,5,3+,yes,-9,Woman is older,yes,"living with man, not married",50-54,45-54,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,currently partnered,not married/cohabitated,secondary,Working,Support from partner/husband,Indigenous/other,no,no,no,no,42,35-44,no/primary,yes,no,yes,no,yes,no,frequently,frequently,no,no,yes,yes,no,yes,yes,yes,Suriname,119.070734213325,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,1,1,no,7,Partner 4 to 8 years older,no,currently married,55-59,55-64,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Working,Income from own work,East Indian,yes,no,no,no,63,55-64,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,no,no,no,no,Suriname,63.9055988913357,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,yes,3,3+,no,7,Partner 4 to 8 years older,yes,currently married,40-44,35-44,yes,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Working,Equal share self and partner,East Indian,yes,no,no,no,50,45-54,higher/tech/vocational,no,no,no,no,no,no,0,rarely/never/NA,no,no,yes,yes,no,no,yes,no,Suriname,191.716796674007,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,18 or younger,no,no,0,none,no,9, Partner at least 9 years older,yes,currently no partner,60-64,55-64,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,formerly partnered,no,no/primary,Out of the labor force,No income/pension/social services/other,East Indian,yes,no,no,no,73,65 and +,secondary,no,no,no,no,no,no,0,rarely/never/NA,no,no,no,no,no,no,no,no,Suriname,63.9055988913357,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,yes,no,no,no,yes,no,Not christian,not married/cohabitated,no,yes,2,2,no,-2,Woman is older,yes,"living with man, not married",35-39,35-44,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Working,Equal share self and partner,East Indian,no,yes,no,no,35,35-44,secondary,no,yes,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,no,no,yes,no,Suriname,215.752951025523,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,yes,no,yes,no,yes,no,Not christian,18 or younger,no,yes,2,2,no,3,Partner at most 3 years older,yes,currently married,35-39,35-44,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Working,Equal share self and partner,East Indian,no,yes,no,yes,41,35-44,higher/tech/vocational,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,no,no,yes,no,Suriname,107.876475512762,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,18 or younger,no,yes,1,1,no,6,Partner 4 to 8 years older,yes,currently married,25-29,25-34,yes,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,currently partnered,no,secondary,Working,Equal share self and partner,East Indian,yes,no,no,no,31,25-34,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,yes,no,Suriname,107.876475512762,yes,yes,yes,yes,no,no,.52,.72,12,60 to 69th,97-100th,50th or higher
